PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameID,PitchUID
253,2/16/2026,2:56:24,3,2,"McGuire, Tommy",837561,Right,GCU,"Miller, Miken",837720,Left,NU,Undefined,8,Top,0,0,1,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,85.26939051,-2.18992104,-0.765752302,2567.832656,170.8528467,11:45,5.949863926,1.085547805,6.126679369,-27.7229313,9.375861255,-6.066128063,1.614547004,-0.127775247,79.4840645,-7.372080103,-1.908697451,0.438380673,64.88701593,22.60399581,-156.2150757,991.4541094,,,,162.1551993,9.814854749,-155.9614719,2.627331174,3.135731778,5.643268967,-1.024246613,50.00241556,5.769540404,1.835152072,-124.2470443,-5.549061182,4.974074867,21.46632172,-23.22032157,GCU,NU,Sloan Park,MLB,College Baseball,85.60786735,5.785326014,1.452983652,1.748327385,-0.044710901,20,0.12838912,1.452983652,1.748327385,-0.044710901,837216,dadad91a-bac1-39af-ad91-f86f2e32658c
254,2/16/2026,2:56:48,3,3,"McGuire, Tommy",837561,Right,GCU,"Miller, Miken",837720,Left,NU,Undefined,8,Top,0,0,2,Fastball,Fastball,InPlay,Undefined,Popup,Out,1,0,,90.89852824,-1.479865127,-2.474646206,2786.03931,163.6680228,11:30,5.968720813,1.238822525,6.253466168,-17.05811272,16.17721349,4.23195267,3.182417528,-0.691656636,82.78592591,-4.711597591,-1.670431351,0.414926798,62.10626269,70.26716367,-41.5890633,4841.516808,,,,107.5025061,106.1108681,-62.69599845,5.203311523,-3.044584989,9.322558715,-1.05733867,50.00126989,5.850946555,5.58714068,-132.2333353,-3.933423872,-5.367015312,29.38213882,-15.73864444,GCU,NU,Sloan Park,MLB,College Baseball,90.65992459,8.11260233,2.142430105,3.276478829,0.674521365,93,4.718044996,2.142430105,3.276478829,0.674521365,837216,423d1c6d-b6f0-3461-954e-24ffdad78ba2
255,2/16/2026,2:57:25,4,1,"McGuire, Tommy",837561,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,8,Top,1,0,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.23539955,-0.118368743,-0.294943186,2562.056235,168.1335914,11:30,5.946973104,1.24958946,6.239231469,-28.22055803,7.723143346,-6.633736653,3.486099626,0.424749952,79.75852571,-5.464898098,-1.555740147,0.431502097,,,,,,,,,,,,3.557028697,4.273261639,-1.224557116,50.00290907,5.924929989,0.846685894,-127.0760617,-1.081563494,5.800337023,26.74082173,-25.20561394,GCU,NU,Sloan Park,MLB,College Baseball,87.1542676,7.476873839,-0.7235,3.275709552,-0.365276847,,,,,,837216,2ca91644-b3de-3ee5-9ec9-f5f2bea7b3a5
256,2/16/2026,2:57:43,4,2,"McGuire, Tommy",837561,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,8,Top,1,1,0,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.43458306,-3.016613863,-1.600507942,2641.598944,196.5250375,12:30,5.970789387,1.04394253,6.330188617,-26.06071248,10.37002176,-4.320405606,1.019039679,-0.790093102,80.02642598,-7.892609455,-2.417118491,0.434415661,,,,,,,,,,,,1.952050585,6.468663215,-0.925442663,50.00202861,5.738731602,3.638988213,-125.7618768,-7.383818839,3.14747667,23.91452598,-21.74361458,GCU,NU,Sloan Park,MLB,College Baseball,86.71097219,6.408157081,-0.7235,0.599577294,0.916567588,,,,,,837216,3b16478f-e296-3e2e-9ee0-7c7e87447647
257,2/16/2026,2:58:02,4,3,"McGuire, Tommy",837561,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,8,Top,1,1,1,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.17884771,-2.267213715,-1.285236977,2636.981784,183.4394486,12:00,5.969286509,1.035495563,5.992729188,-30.65134383,5.540818568,-4.238166865,1.313144793,-0.508813699,79.77831301,-8.047713235,-2.091847153,0.432990908,,,,,,,,,,,,1.946379589,3.722056786,-0.932481101,50.00336516,5.77670045,2.967918075,-126.8334538,-5.907481819,3.148424913,27.6019379,-26.14979674,GCU,NU,Sloan Park,MLB,College Baseball,86.46971052,7.400534692,-0.7235,0.861174856,0.624181024,,,,,,837216,5bfe0639-e1c4-3af1-aac4-f790b490e8ff
258,2/16/2026,2:58:24,4,4,"McGuire, Tommy",837561,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,8,Top,1,1,2,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,85.87235414,-3.260058926,-2.378247558,2542.731089,196.0684531,12:30,5.93721484,0.800967223,6.316575979,-31.04522547,6.038875306,-6.39713972,0.344415645,-1.923706995,79.50388194,-9.051945951,-3.587678938,0.438293861,,,,,,,,,,,,2.867113108,4.20297702,-0.62424119,50.00101427,5.68412902,5.367552006,-124.8275037,-8.004514914,4.535738264,24.42688685,-25.51536493,GCU,NU,Sloan Park,MLB,College Baseball,85.92268228,6.368472195,-0.7235,-0.059805808,2.08118609,,,,,,837216,fff2a9df-b5e3-3bae-bdcb-5f1d8b9de4a5
259,2/16/2026,2:58:48,4,5,"McGuire, Tommy",837561,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,8,Top,1,2,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Single ,0,2,,78.54113132,0.647022948,-0.210987328,2610.027788,21.13739045,6:45,5.969675775,1.087643983,6.341499622,-46.89777279,-2.332675221,-16.04742104,2.65715963,-0.443862339,71.93701143,-8.22312549,-3.266726881,0.48047295,80.25632781,-6.500795077,-27.84799613,3667.08538,,,,22.61266336,21.81914653,-24.37746846,0.645612305,8.757574899,-1.479645335,-1.064828891,50.00149496,5.994682579,0.838376919,-114.3659298,0.072226289,11.50176177,22.7533011,-34.11508965,GCU,NU,Sloan Park,MLB,College Baseball,78.4151678,6.60411989,2.697232344,2.872138441,0.258684154,3,0.170529962,2.697232344,2.872138441,0.258684154,837216,c290ad8d-5c1f-3d21-b5d4-952d13554fd8
260,2/16/2026,2:59:44,5,1,"McGuire, Tommy",837561,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,8,Top,1,0,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,0,0,,89.59277232,-2.425224337,-2.315952388,2531.583317,214.8967764,1:15,5.911150926,1.182504408,6.098798185,-15.43815466,18.57112278,7.229781085,2.380573669,-0.357890131,82.19835298,-5.334797452,-0.946635555,0.419730196,107.009852,20.37573554,-8.921400194,1544.485477,108.1245477,34.65762324,-21.47393383,353.1184789,306.3278377,-18.42127695,4.266046018,-4.586030768,10.84443026,-1.00798448,50.00191284,5.717422073,5.054992948,-130.3370903,-5.985817464,-7.914841955,26.58561382,-13.45744269,GCU,NU,Sloan Park,MLB,College Baseball,89.37010642,7.394419347,1.362877699,1.805348792,0.098891002,47,3.127244115,1.362877699,1.805348792,0.098891002,837216,3419a616-d0ba-3288-a056-3c3500c3dd7d
261,2/16/2026,3:03:02,6,1,"Cunnings, Cam",803106,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,8,Top,1,0,0,Curveball,Curveball,InPlay,Undefined,GroundBall,Single ,0,2,,80.47003146,0.767391349,0.146092348,2208.761574,65.48710161,8:15,5.625000835,1.063441116,5.990899659,-41.84995966,0.889986098,-11.11681835,2.848819703,0.272460668,72.93709629,-7.197578187,-1.980175637,0.470531275,96.1198309,0.939235015,-18.15545031,4601.245186,,,,69.12655885,69.12655869,-19.94770868,0.99340918,6.169233503,0.237913771,-1.069807906,50.00119744,5.66607865,-0.004388674,-117.119068,0.461043568,8.433306485,25.38333285,-31.84406543,GCU,NU,Sloan Park,MLB,College Baseball,79.57038719,7.53293517,0.871970907,2.7538446,-0.249599502,3,0.51940918,0.871970907,2.7538446,-0.249599502,837216,6f0b708d-4835-339b-9665-1428371e8212
262,2/16/2026,3:03:48,7,1,"Cunnings, Cam",803106,Right,GCU,"Carey, Dylan",822406,Right,NU,Undefined,8,Top,1,0,0,Curveball,Curveball,InPlay,Undefined,LineDrive,Double,0,1,,79.40768572,-6.64E-05,-0.012512522,2132.398721,71.35669215,8:30,5.650266805,0.905663454,5.872772497,-47.25559725,-3.457187554,-10.04111072,1.712550579,0.057350032,72.43516162,-8.953981447,-1.93108625,0.476322045,98.02183948,21.10348585,-30.4286085,2412.034975,91.83900797,32.60002685,-60.76504294,290.7494142,254.858643,-40.38461334,3.476981445,5.52219131,-1.901888746,-0.900045664,50.00256797,5.628575995,0.287999386,-115.5983469,-1.236712168,7.370831427,24.3125451,-34.71365068,GCU,NU,Sloan Park,MLB,College Baseball,78.43628655,6.972524096,1.957986328,1.803411362,-0.054093715,37,2.524085999,1.957986328,1.803411362,-0.054093715,837216,3b404d6b-eac7-3ea7-a126-591f12b8c387
263,2/16/2026,3:04:40,8,1,"Cunnings, Cam",803106,Right,GCU,"Buettenback, Max",822404,Left,NU,Undefined,8,Top,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,90.7083643,-1.719931018,-1.532100637,2460.701982,222.8495028,1:30,5.620416376,1.209937208,5.763706363,-15.98514085,17.04924642,8.189806855,2.687363375,0.466170063,83.42710994,-4.735125087,0.017839769,0.413670584,80.25797636,45.49858967,-101.2483153,3427.983645,-24.55399233,77.79291867,-107.5029545,272.4458553,209.0057052,-102.9794944,4.940212033,-4.885079517,9.792763341,-1.08717259,50.00476721,5.470899609,3.284552003,-132.1027726,-4.45346918,-8.686679337,26.56534689,-14.76464832,GCU,NU,Sloan Park,MLB,College Baseball,90.13056669,7.281254362,0.257580699,2.592217577,-0.51607396,84,3.223100185,0.257580699,2.592217577,-0.51607396,837216,079c8e82-fb2f-3c0d-8ecf-e143e71b379a
264,2/16/2026,3:05:00,8,2,"Cunnings, Cam",803106,Right,GCU,"Buettenback, Max",822404,Left,NU,Undefined,8,Top,1,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,91.0236097,-1.191069641,-1.963711269,2541.298116,205.6093437,12:45,5.660343174,1.065966753,5.796083445,-19.2091067,13.59108257,10.60623954,2.95185914,0.122700646,83.74778139,-4.814868852,0.043087441,0.412201612,85.55450772,31.26510095,-67.50597694,2283.357151,37.95786763,50.37805825,-103.4562434,287.0187378,280.4247999,-69.89256889,4.074733518,-6.319043174,7.760717941,-0.909803919,50.0057768,5.55369836,4.221683222,-132.5642778,-3.343409523,-11.31890985,26.67979904,-18.27957628,GCU,NU,Sloan Park,MLB,College Baseball,90.50778202,7.275828314,0.180385391,2.846687095,-0.124751455,55,3.5419662,0.180385391,2.846687095,-0.124751455,837216,5e4ee672-9337-3b75-8571-4a608d3c40fc
265,2/16/2026,3:05:23,8,3,"Cunnings, Cam",803106,Right,GCU,"Buettenback, Max",822404,Left,NU,Undefined,8,Top,1,0,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,90.6381921,-1.159440161,-1.358080833,2475.764882,206.7615983,1:00,5.575246026,1.022668884,5.785287878,-14.22555279,18.79005393,6.530849615,3.311222147,0.303285029,83.4219754,-3.844232742,-0.123020726,0.413552978,,,,,,,,,,,,-3.924131698,10.5872181,-0.913954697,50.00095445,5.473204989,2.932108516,-132.0566588,-3.105935694,-6.983197022,26.10255175,-13.33101569,GCU,NU,Sloan Park,MLB,College Baseball,90.19233706,7.216216699,-0.7235,3.089615259,-0.298795107,,,,,,837216,183c947a-c3e7-39ec-b42a-6d2698a1394e
266,2/16/2026,3:05:52,9,1,"Cunnings, Cam",803106,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,8,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.32382127,-2.836080278,-3.202892023,1964.005669,205.8978256,12:45,5.565157577,1.263434523,5.981078783,-16.60698855,16.00726867,9.692992045,1.550548334,-0.90050954,84.301612,-5.948773066,-1.374385158,0.411031643,,,,,,,,,,,,-6.106608241,9.500384163,-1.015373105,50.00464702,5.333392351,7.132750095,-132.7659416,-7.094394482,-11.00834001,25.85542789,-15.0522,GCU,NU,Sloan Park,MLB,College Baseball,91.06425758,7.022209268,-0.7235,1.304776519,0.954478552,,,,,,837216,e96d2080-be41-37a1-8cf4-e26d1b61d914
267,2/16/2026,3:06:08,9,2,"Cunnings, Cam",803106,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,8,Top,2,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,79.59604651,0.379808217,-0.677459796,2160.024719,56.13826562,7:45,5.589905041,1.02299883,6.039236699,-40.69343485,1.991431754,-7.766491119,2.550548751,-0.251426677,73.93578606,-7.263782919,-2.143761339,0.470227989,70.22944977,59.02278583,161.0265911,4079.258197,-104.6360475,97.11628455,34.90559201,198.2012566,141.3230201,161.7923927,5.342864377,4.0823553,0.992261945,-0.966607787,50.00176526,5.600258524,1.579929247,-116.0323398,-0.320132264,5.621848879,19.64266892,-30.80340029,GCU,NU,Sloan Park,MLB,College Baseball,79.68464884,5.660260458,2.758897289,2.729175854,0.206223446,97,3.259386182,2.758897289,2.729175854,0.206223446,837216,e1924105-54d7-391c-bdba-59628a457dd6
268,2/16/2026,3:06:32,9,3,"Cunnings, Cam",803106,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,8,Top,2,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.88857728,-2.838239186,-2.415655071,2451.208425,209.7481893,1:00,5.615853166,0.963114863,6.025324219,-15.61452478,17.38096328,4.485397911,1.68416938,-0.901464118,83.64540473,-5.771951527,-1.567535545,0.413426956,,,,,,,,,,,,-3.087479056,10.27782083,-0.776603382,50.00355871,5.386666635,5.440261127,-132.1909861,-7.033323312,-5.497296245,26.62894299,-13.87700393,GCU,NU,Sloan Park,MLB,College Baseball,90.61238794,7.243172545,-0.7235,1.351416789,0.988248477,,,,,,837216,de20937b-40fc-35c1-b2e4-833f50f0b8d4
269,2/16/2026,3:06:50,9,4,"Cunnings, Cam",803106,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,8,Top,2,1,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,91.51065538,-1.184728807,-0.995298198,2399.261451,203.3359448,12:45,5.676994285,1.137088357,5.93174814,-17.6114019,14.67462702,10.70031419,3.11025886,1.105311201,84.5777645,-4.500631816,1.025226112,0.408958112,,,,,,,,,,,,-6.098502802,8.325181958,-1.062857336,50.00661735,5.574385218,1.987574102,-133.3714942,-3.30082827,-11.11007655,25.72778643,-17.01632298,GCU,NU,Sloan Park,MLB,College Baseball,91.44494456,6.932890879,-0.7235,2.901670171,-1.15432982,,,7.914323257,0.154093736,10.20828249,837216,fcc0680a-cdb1-3120-9bdc-696cd3294174
270,2/16/2026,3:07:32,9,5,"Cunnings, Cam",803106,Right,GCU,"Kitchens, Cole",837716,Right,NU,Undefined,8,Top,2,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,80.56201175,-1.285365401,-1.278821484,2216.580984,55.16165485,7:45,5.620944571,0.904387672,6.088602301,-44.68118292,-2.981677813,-2.320795924,0.708508794,-0.47204897,75.24538057,-9.630423003,-1.716991445,0.464768795,,,,,,,,,,,,0.952235424,-1.313778618,-0.804824745,50.00055776,5.500811649,2.683460109,-117.3926037,-3.844797514,1.342005784,20.10176089,-34.020834,GCU,NU,Sloan Park,MLB,College Baseball,80.69290834,5.316631178,-0.7235,0.231852989,0.554731677,,,,,,837216,58345d02-63a7-3fc1-9848-fc2edbdbdf85
271,2/16/2026,3:09:52,1,1,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.97273242,-1.648713859,-2.486436859,2375.045339,199.2304682,12:45,5.437683346,1.574602009,6.353512312,-16.92395965,14.65810786,-0.060111698,2.509583627,-0.720171816,85.27429437,-4.840473149,-2.497759377,0.404475099,,,,,,,,,,,,-0.640628486,8.490581748,-1.394572306,50.00126137,5.310272247,5.876924983,-135.2961361,-4.422573205,-1.192002831,28.85395033,-16.39221194,GCU,NU,Sloan Park,MLB,College Baseball,93.1705748,7.698438053,-0.7235,2.234866168,0.858411724,,,,,,837216,3005d231-559f-3697-8631-7393cb564907
272,2/16/2026,3:10:07,1,2,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.24738953,-3.775190535,-4.287796787,2459.618964,201.0287406,12:45,5.315964119,1.566151554,6.584438972,-13.22486799,18.40093296,4.782420825,0.749765833,-1.971535137,85.47460032,-6.241486776,-3.385006182,0.404755052,,,,,,,,,,,,-3.787868772,11.18257052,-1.275037757,50.00281602,5.05089148,9.98888341,-135.2044583,-9.35285271,-7.028642555,28.86155021,-11.42570019,GCU,NU,Sloan Park,MLB,College Baseball,93.49601731,7.772789213,-0.7235,0.402053716,2.15505214,,,,,,837216,93dc387e-6fe2-3ec9-a41f-5236a7253544
273,2/16/2026,3:10:21,1,3,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,94.0428224,-2.626140292,-2.517266056,2395.851508,204.2707164,12:45,5.409830139,1.708799627,6.324001101,-18.66813127,12.24410238,5.685363343,1.434252921,-0.136863108,86.32135817,-6.139673006,-1.440310683,0.400162792,,,,,,,,,,,,-3.799856594,7.442885017,-1.528117601,50.00514727,5.209553591,5.834081853,-136.7617605,-6.863578068,-7.215905806,29.52033273,-18.044965,GCU,NU,Sloan Park,MLB,College Baseball,94.12534514,7.721464227,-0.7235,1.162093378,0.198208551,,,,,,837216,96863a66-e612-39e8-82b9-bfda5d9b32e5
274,2/16/2026,3:10:39,1,4,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,2,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.81595315,-1.558351695,-2.531051762,2378.635195,196.6213202,12:30,5.428762842,1.677328011,6.266662535,-12.74364698,18.28022028,2.536154297,2.929940415,-0.445984616,85.89388264,-3.965106797,-2.050733784,0.400884697,77.80227444,19.66586691,168.3889709,925.2745388,,,,198.7559107,12.25970122,168.427849,2.675780393,-2.079398619,10.45825554,-1.49161799,50.0050971,5.307625436,5.955384895,-136.521668,-4.116134074,-3.933518078,29.47476053,-12.3957618,GCU,NU,Sloan Park,MLB,College Baseball,93.85751055,7.922070507,1.362244387,2.912565421,0.438533087,22,0.128149152,1.362244387,2.912565421,0.438533087,837216,367663e2-454d-361d-91eb-3d514a1de5e4
275,2/16/2026,3:11:02,1,5,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,94.21968866,-3.423539182,-2.583677281,2550.711955,197.5530867,12:30,5.461573638,1.572864871,6.379637499,-13.81949832,16.75943118,4.092151846,1.156932002,-0.464422222,87.18930308,-6.007331466,-1.812470512,0.397999613,,,,,,,,,,,,-2.86754186,10.0242085,-1.38907748,50.00437079,5.208544115,6.052235689,-136.9938153,-8.639952548,-5.517266439,26.85992434,-12.89188452,GCU,NU,Sloan Park,MLB,College Baseball,94.72937632,7.030385583,-0.7235,0.859378569,0.551579936,,,,,,837216,c5058e10-80a3-3878-9fba-6d5b1b036182
276,2/16/2026,3:11:20,1,6,"Unger, J'Shawn",830148,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,8,Bottom,0,3,2,Fastball,Fastball,BallCalled,Walk,Undefined,Walk,0,0,,93.53136616,-3.567228207,-2.553584087,2465.099101,208.8262954,1:00,5.349463138,1.739654129,6.42465578,-13.94271732,17.13204843,6.573299228,0.904786504,-0.061058712,86.43964885,-6.175940704,-1.313500222,0.401213413,,,,,,,,,,,,-4.229588137,10.28079143,-1.561088024,50.00140481,5.088632392,5.857433892,-135.9638589,-8.920811108,-8.002583111,26.8394188,-12.72084252,GCU,NU,Sloan Park,MLB,College Baseball,94.04816651,7.091717304,-0.7235,0.646311216,0.113925682,,,,,,837216,2ee454c1-2672-38a3-8d00-843a5c12ff68
277,2/16/2026,3:11:52,2,1,"Unger, J'Shawn",830148,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,8,Bottom,0,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.23927416,-2.367080201,-2.978221516,2234.901949,206.4869276,1:00,5.388064241,1.886704787,6.287118721,-17.20379322,14.13370052,12.78610825,1.771986344,0.205405834,85.80317958,-5.602526129,-0.561101176,0.402905913,,,,,,,,,,,,-7.773930991,8.377175611,-1.673861151,50.0056633,5.205800552,6.656035814,-135.6037329,-6.148718311,-14.57539205,27.82827579,-16.47473202,GCU,NU,Sloan Park,MLB,College Baseball,93.42006388,7.436094581,-0.7235,1.433067146,-0.177524866,,,,,,837216,6ee4671c-6916-3368-940a-db5dfe798fa8
278,2/16/2026,3:12:10,2,2,"Unger, J'Shawn",830148,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,8,Bottom,0,0,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,87.88219778,-4.066238742,-4.181462336,1765.97769,211.0913624,1:00,5.338886742,1.911672213,6.402810637,-23.1131334,12.19466903,11.4663958,-0.332247833,-0.984337976,81.58651834,-8.358129921,-2.024003225,0.427668098,,,,,,,,,,,,-7.286986553,7.726807009,-1.61792385,50.00475353,5.03625583,8.982002345,-127.4775286,-9.763919981,-12.14353996,23.1762545,-19.29996128,GCU,NU,Sloan Park,MLB,College Baseball,88.1969693,6.295679443,-0.7235,-0.725496808,1.074685988,,,,,,837216,37a90b95-240a-3da5-a6e9-1e355a9e992f
279,2/16/2026,3:12:38,2,3,"Unger, J'Shawn",830148,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,8,Bottom,0,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.50679579,-3.076284574,-3.902845449,1175.536707,195.4846905,12:30,5.341852581,1.826020139,6.344769296,-15.07622202,16.02015099,8.625023463,1.251101901,-1.053303314,86.4795737,-5.891425958,-2.280020586,0.401352876,,,,,,,,,,,,-5.665311008,9.556376016,-1.546986051,50.00516797,5.111174373,8.99599619,-135.829547,-7.78762142,-10.71834608,26.31391863,-14.10009486,GCU,NU,Sloan Park,MLB,College Baseball,93.87774738,7.027222092,-0.7235,1.00588423,1.145035931,,,,,,837216,af1e7013-e3a9-34ee-a45c-9fdbe30e6432
280,2/16/2026,3:12:57,2,4,"Unger, J'Shawn",830148,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,8,Bottom,0,2,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,92.2571843,-1.396431642,-2.01936202,1693.091305,136.3432433,10:30,5.39265448,2.024609446,6.268893339,-15.44457042,16.59048675,8.918338909,2.818123845,0.905583051,84.54326081,-4.315630988,-0.329317154,0.407365516,72.39748971,53.09881109,-114.4056123,3704.534112,-46.80906603,88.02174157,-99.61405675,222.4076441,196.8454623,-115.3645971,5.066489258,-5.433435458,9.476993051,-1.879778342,50.0042264,5.282273675,4.461067705,-134.3167312,-3.751912808,-9.956357565,28.33612785,-14.81062224,GCU,NU,Sloan Park,MLB,College Baseball,92.36753313,7.713923492,0.398250263,2.753861304,-0.891153357,89,3.983385086,0.398250263,2.753861304,-0.891153357,837216,1e5f6655-5941-396d-9f06-36bf44980303
281,2/16/2026,3:13:23,2,5,"Unger, J'Shawn",830148,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,8,Bottom,0,2,2,Fastball,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,91.25045022,-2.029006562,-2.558742862,2063.079942,201.082605,12:45,5.328620808,2.053989508,6.340593406,-17.17560851,15.42788119,9.22147059,2.028761062,0.46545853,84.18802333,-5.258457308,-0.81747622,0.410963787,95.91450608,29.60234253,-4.696212508,2364.779852,109.3200251,56.09568121,-13.19069366,352.2807642,339.8012609,-15.56889075,5.418155393,-5.690224615,8.968453291,-1.87269752,50.00474324,5.173150689,5.652627875,-132.8104875,-5.235204375,-10.26087726,25.97095079,-16.00608028,GCU,NU,Sloan Park,MLB,College Baseball,91.67782143,7.062426891,1.414924862,1.771243373,-0.205712868,80,4.7593472,1.414924862,1.771243373,-0.205712868,837216,54a4d375-cbaf-3531-9e3f-2f45cced892b
282,2/16/2026,3:14:02,3,1,"Unger, J'Shawn",830148,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,8,Bottom,1,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,91.66813205,-1.048267946,-3.113438854,2286.146572,231.2562385,1:45,5.425153727,1.712584535,6.245963396,-16.45711314,15.98884884,5.789237884,3.086929966,-0.678965544,84.10414964,-4.154521693,-2.018890924,0.409969774,80.04764237,57.56301895,105.0143702,4610.557312,-34.06214927,110.9849689,104.7758622,241.9379203,161.2516974,108.3339223,5.700254883,-3.998181027,9.052251078,-1.484270122,50.00638359,5.339565161,7.077370337,-133.3758248,-2.947789558,-7.236626503,27.49814513,-15.79826482,GCU,NU,Sloan Park,MLB,College Baseball,91.74214582,7.563982408,0.958541977,3.022261851,0.747069646,114,3.185199022,0.958541977,3.022261851,0.747069646,837216,69352cc1-e789-3043-a50b-2e4064077427
283,2/16/2026,3:14:21,3,2,"Unger, J'Shawn",830148,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,8,Bottom,1,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,91.38938022,-2.438423714,-4.774019651,2389.549444,202.393932,12:45,5.308513272,1.74886499,6.332463902,-22.92453073,9.902357227,7.616166695,1.151780297,-2.02197337,84.06151667,-6.731032306,-3.338321728,0.41236934,,,,,,,,,,,,-5.443389758,6.128668912,-1.404727575,50.0038215,5.119801407,10.84267869,-132.6060309,-6.362018915,-9.737380064,27.20648852,-21.21384166,GCU,NU,Sloan Park,MLB,College Baseball,91.35194488,7.327863554,-0.7235,0.893708645,2.146164968,,,,,,837216,efc4a5f3-43f2-3620-8d29-0c4e0c65051c
