PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,EffectiveVelo,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,MaxHeight,MeasuredDuration,ContactPositionX,ContactPositionY,ContactPositionZ,GameID,PitchUID
113,2/16/2026,1:32:30,6,1,"Lee, Aidan",825764,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,4,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.46578573,1.46458351,-4.315819736,2291.695975,69.12890589,8:15,5.229303475,3.412156938,6.376464751,-48.53581114,-4.885664446,-16.603924,2.532223746,-1.949175198,73.23343775,-7.662422911,-7.440679828,0.475515158,,,,,,,,,,,,7.862101084,-3.137748502,-3.093273735,50.0014653,5.31217456,9.144777751,-115.3829967,1.679580332,10.55117718,22.34994767,-36.38241008,GCU,NU,Sloan Park,MLB,College Baseball,79.28493387,6.232347972,-0.7235,2.170658483,2.289866681,,,,,,837216,fa2deee3-a8b9-376c-a765-474d379deb36
114,2/16/2026,1:33:07,6,2,"Lee, Aidan",825764,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,4,Top,1,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.18636106,-0.370858331,-3.348985851,2469.247867,75.21013911,8:30,5.618149288,3.221559445,5.67718097,-38.21605581,-0.762598988,-6.591644076,2.088276907,-0.452925158,79.09820387,-7.529181748,-4.589614224,0.440471147,,,,,,,,,,,,2.75562992,-0.316202964,-2.936586409,50.00479848,5.569321872,7.442233149,-123.9629845,-1.894759447,4.323546835,22.88982537,-32.6747779,GCU,NU,Sloan Park,MLB,College Baseball,84.5146249,6.088157191,-0.7235,1.78518834,0.633472111,,,,,,837216,e491a461-1814-3561-a17a-e69148b2f1c6
115,2/16/2026,1:33:26,6,3,"Lee, Aidan",825764,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,4,Top,1,1,1,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,86.2103192,0.199675128,-2.538535068,2327.465849,82.77537343,8:45,5.756202799,3.128685925,6.209170655,-34.46494979,2.276447131,-6.234206127,3.068415875,0.264985938,79.29759162,-6.30133117,-3.717946024,0.436263966,97.03332131,14.16926984,-49.2272655,3961.319322,,,,208.9974329,104.40496,-56.72439934,2.338672852,2.721392567,1.194313446,-2.935685871,50.00373594,5.754945692,5.742895968,-125.4920023,-0.553113979,4.34566471,25.12184054,-30.27010476,GCU,NU,Sloan Park,MLB,College Baseball,86.15445642,6.912727575,2.903207878,3.300154419,-0.38082358,18,0.83643496,2.903207878,3.300154419,-0.38082358,837216,d35025bb-2030-3604-861f-fdfb95a49645
116,2/16/2026,1:34:19,6,4,"Lee, Aidan",825764,Right,GCU,"Buck, Jett",837714,Right,NU,Undefined,4,Top,1,1,2,Slider,Slider,InPlay,Undefined,FlyBall,Sacrifice,1,1,,85.38511052,0.018655126,-2.870290219,2399.198898,72.84285191,8:30,5.771317998,3.089290069,6.127018538,-38.75842038,-1.721854972,-5.631247256,2.558754726,-0.035215224,79.66473703,-7.232676917,-3.928283794,0.438012863,96.86622033,22.8593094,-23.01175003,1623.919165,100.4720196,39.76582487,-46.27999083,341.1371908,161.1515557,-28.57323594,4.208010861,2.400057439,-0.944558093,-2.86760737,50.00480389,5.754359384,6.397303112,-124.3603726,-1.075237993,3.812424162,21.53995679,-33.67708669,GCU,NU,Sloan Park,MLB,College Baseball,85.68022825,5.720373489,3.176173902,2.828609318,-0.164259654,50,1.462863207,3.176173902,2.828609318,-0.164259654,837216,95c2738a-a95c-3eb5-8ca4-451c9b694933
117,2/16/2026,1:35:01,7,1,"Lee, Aidan",825764,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,4,Top,2,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,95.46010645,-1.041311922,-3.548070152,2204.399216,231.3471945,1:45,5.788675694,3.172538098,5.648779135,-15.5882635,14.45112701,8.849879964,3.518569661,0.596585629,87.23675294,-3.988720364,-1.872623632,0.394472806,,,,,,,,,,,,-5.829565656,8.224508557,-2.87605654,50.00445138,5.693301201,8.325074593,-138.8024469,-3.022635365,-11.38788879,30.79436919,-16.11162325,GCU,NU,Sloan Park,MLB,College Baseball,94.32631513,8.223353501,-0.7235,3.286128007,-0.4938252,,,,,,837216,7ec09370-b02c-34fa-ae20-7a522069a52f
118,2/16/2026,1:35:21,7,2,"Lee, Aidan",825764,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,4,Top,2,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.06659947,0.811018156,-2.001050298,2464.597737,92.1147258,9:00,5.802783414,3.171547838,5.618885075,-35.89706407,1.314994371,-3.064910425,3.568777668,1.048146278,79.23158303,-5.923884075,-2.577466415,0.43904937,,,,,,,,,,,,1.211945906,0.531730809,-2.99979651,50.00582544,5.855289385,4.419803364,-123.9783753,0.724049244,1.917416391,20.97013579,-31.3387908,GCU,NU,Sloan Park,MLB,College Baseball,84.6961997,5.835016441,-0.7235,3.310632589,-0.938826289,,,,,,837216,b0316d2c-2a77-3628-9e9b-93d18d4880b7
119,2/16/2026,1:35:40,7,3,"Lee, Aidan",825764,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,4,Top,2,2,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.21338389,-0.647562897,-2.139299998,2338.261295,118.6526697,10:00,5.777606235,3.263577298,5.73263802,-34.15229454,2.28969423,-2.259027504,2.328946387,1.082395297,79.99057913,-7.057476647,-2.565501755,0.434482758,,,,,,,,,,,,0.701873606,1.416517451,-3.084492553,50.00131012,5.707862051,4.756961109,-125.5920005,-2.409679757,1.131865967,23.09906432,-29.88693476,GCU,NU,Sloan Park,MLB,College Baseball,85.76439262,6.222804757,-0.7235,1.951399639,-0.949041133,,,,,,837216,05dbffbd-5fb3-3268-85c2-ec9133710e7c
120,2/16/2026,1:36:00,7,4,"Lee, Aidan",825764,Right,GCU,"Sanderson, Case",806508,Left,NU,Undefined,4,Top,2,3,0,Cutter,Cutter,BallCalled,Walk,Undefined,Walk,0,0,,87.19118484,-1.463358236,-2.087767691,2340.832028,93.16022946,9:00,5.799115973,3.214701248,5.684150166,-31.51046839,4.141369804,1.293327937,1.809515219,1.375838323,80.88815033,-7.372029728,-1.84358177,0.429746625,,,,,,,,,,,,-1.230467648,2.63767961,-3.039802697,50.00172896,5.661489568,4.591321002,-126.986174,-4.16897356,-2.0293749,23.64049416,-27.82237222,GCU,NU,Sloan Park,MLB,College Baseball,86.63678931,6.303034511,-0.7235,1.495505319,-1.299593805,,,,,,837216,4e17f0d6-8d43-3287-8a83-7ef3e5a686d9
121,2/16/2026,1:36:35,8,1,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,0,0,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,87.66991419,-1.397067646,-3.224708856,2336.492849,145.9217868,10:45,5.747361934,3.197412717,6.002718979,-31.44792598,3.828543761,-0.616909021,1.832223808,0.155295226,81.45480742,-7.281294541,-3.340907309,0.427478296,,,,,,,,,,,,-0.455369435,2.45573436,-2.944098445,50.00637206,5.622873876,7.206326256,-127.5820697,-4.042158937,-0.759971539,23.48309287,-28.08646567,GCU,NU,Sloan Park,MLB,College Baseball,87.59502435,6.215106772,-0.7235,1.48409233,4.70E-05,,,-1.057557852,1.307455141,3.916062304,837216,58e1d254-83bf-3129-8815-1052ca8a5a71
122,2/16/2026,1:36:59,8,2,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,0,1,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.76022911,0.665526264,-2.880287908,2390.747557,111.1610779,9:45,5.811969078,3.095127838,5.999133687,-33.80375675,1.692639916,-3.657013185,3.61176862,0.119506784,80.55719473,-5.720885567,-3.572242852,0.428808757,,,,,,,,,,,,1.210803791,0.737450728,-2.867028576,50.00124936,5.848490724,6.531909936,-127.7001715,0.496556803,1.999804365,26.14229934,-30.95223162,GCU,NU,Sloan Park,MLB,College Baseball,87.32037522,7.203034377,-0.7235,3.355238515,0.036166618,,,,,,837216,1b8b21e1-e173-30db-87d6-29c64088c3fa
123,2/16/2026,1:37:21,8,3,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,94.24691733,-2.327332427,-5.099132071,2227.833366,237.9457855,2:00,5.756031342,3.182928452,5.791302723,-17.50138031,13.20137408,7.285115207,2.131719973,-0.965498788,87.05660605,-5.593683681,-3.731839849,0.39880462,,,,,,,,,,,,-5.241936231,7.854859351,-2.766559238,50.00457095,5.555986311,11.97292735,-136.7547513,-6.129499932,-10.04154481,26.98716924,-17.1322054,GCU,NU,Sloan Park,MLB,College Baseball,93.53519294,7.190311278,-0.7235,1.864081406,1.138548084,,,,,,837216,4c7ce5c0-5806-31aa-bb5b-355ff9e8ba83
124,2/16/2026,1:37:43,8,4,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,2,1,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.21601232,-1.589305092,-4.089056954,2366.857978,132.3876952,10:30,5.738438611,3.074497747,6.014286264,-33.52627726,2.302435599,0.029486756,1.472185669,-0.717015615,80.86823714,-7.856639805,-4.08360452,0.430811328,,,,,,,,,,,,-1.061689876,1.688867907,-2.753892178,50.00083593,5.59792072,9.061174131,-126.7611805,-4.503413528,-1.742999312,24.01742416,-29.39834237,GCU,NU,Sloan Park,MLB,College Baseball,86.93657153,6.347775175,-0.7235,1.155669105,0.877244983,,,,,,837216,b61f04a1-cc70-354c-9247-d16e06c81209
125,2/16/2026,1:38:07,8,5,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,2,2,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.63588163,-0.272150405,-1.750176079,2414.928786,95.93038318,9:15,5.717464187,3.282016849,5.933629776,-32.9379655,2.409418294,-1.948684261,2.720344368,1.495607729,80.97521333,-6.473063311,-2.118506366,0.427907747,,,,,,,,,,,,0.614139798,1.392603772,-3.141689292,50.00373417,5.680360978,3.958484974,-127.6755196,-1.574456691,1.020640719,24.64393775,-29.86253669,GCU,NU,Sloan Park,MLB,College Baseball,87.40075273,6.660668299,-0.7235,2.417265329,-1.398986075,,,,,,837216,912ce716-ddf4-3837-9def-ffa5365a7568
126,2/16/2026,1:38:35,8,6,"Lee, Aidan",825764,Right,GCU,"Overbeek, Josh",802336,Left,NU,Undefined,4,Top,2,3,2,Cutter,Cutter,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,86.07867164,-1.684637417,-3.415368183,2341.553356,75.24270321,8:30,5.718605576,2.871226915,6.296901082,-33.95115232,3.030480466,-2.669628742,1.336784253,-0.501665682,79.32079183,-8.055051023,-3.920260795,0.437687912,,,,,,,,,,,,0.515810292,2.147408355,-2.619253192,50.00209166,5.578864233,7.544770181,-125.1387739,-4.658338939,0.816494389,25.24665454,-28.76519398,GCU,NU,Sloan Park,MLB,College Baseball,86.00983735,6.757879813,-0.7235,0.965900079,0.677582495,,,,,,837216,99b306b2-ac56-30f1-b8b5-638310554614
127,2/16/2026,1:40:49,1,1,"Blachowicz, Gavin",830159,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,4,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.13994155,-2.971520056,-3.34599323,2362.567295,215.8858011,1:15,5.646566467,2.155246261,6.793954106,-14.22986403,18.3087601,12.70144864,1.746567063,0.156558743,83.66037934,-5.660275586,-0.929813065,0.410554772,,,,,,,,,,,,-7.977698821,10.98276966,-1.944810702,50.00623335,5.447628613,7.434577369,-133.7784978,-7.387815408,-14.35948929,30.78579023,-12.41377274,GCU,NU,Sloan Park,MLB,College Baseball,92.5280081,8.479562202,-0.7235,1.508893064,-0.120743896,,,,,,837216,886fa0eb-d005-3d01-b266-b58913914c96
128,2/16/2026,1:41:06,1,2,"Blachowicz, Gavin",830159,Right,NU,"Perez, Jaime",837558,Right,GCU,Undefined,4,Bottom,0,0,1,Slider,Slider,InPlay,Undefined,LineDrive,Single ,0,0,,84.12740458,-0.113805549,-2.87888224,2349.224877,191.4543485,12:30,5.592132024,2.308545769,6.75594325,-34.89943682,3.433551593,-2.152037018,2.580056466,-0.502227704,77.95452605,-6.66898088,-3.284489112,0.445612998,97.46965987,15.20434515,-16.29000509,685.6293247,105.8821418,24.17627092,-33.14975155,270.8683803,270.1824728,-19.14472443,3.125378049,0.452169418,1.913967939,-2.119540024,50.00571099,5.568309687,6.220407987,-122.4863732,-1.229137887,0.693849518,22.12172551,-29.24683815,GCU,NU,Sloan Park,MLB,College Baseball,85.19261693,6.172878536,2.25769629,2.742092242,0.473196691,26,2.678497195,2.25769629,2.742092242,0.473196691,837216,da5f9469-11f8-3836-87f3-343768de3ec8
129,2/16/2026,1:41:44,2,1,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,4,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.61347683,-1.406386411,-2.680443809,2367.267761,26.98790446,7:00,5.679037647,2.438492515,6.752967328,-44.44708413,-3.210260096,-4.926393496,0.690543631,-0.421957243,75.27895328,-9.746385008,-3.614749037,0.462183159,,,,,,,,,,,,1.926334077,-1.347666109,-2.260838381,50.00135283,5.566289227,5.691085672,-118.7114351,-4.120957062,2.735724435,23.65660061,-34.08383886,GCU,NU,Sloan Park,MLB,College Baseball,82.13199634,6.334523552,-0.7235,0.157436976,0.613853956,,,,,,837216,0f494bb5-28c5-37b4-8a38-24fad9feb1aa
130,2/16/2026,1:42:00,2,2,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,4,Bottom,0,1,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,87.08629298,-3.041570359,-4.001827051,2429.330482,233.1582154,1:45,5.638087277,2.344673821,7.00567917,-23.3467757,13.05362054,18.27502187,0.925612892,0.223978101,79.47341456,-7.43620427,-0.531089174,0.434234742,,,,,,,,,,,,-11.20350906,8.097482499,-2.108598546,50.00006151,5.441297555,8.31340966,-126.36007,-7.400976877,-18.03152963,26.85164913,-19.13327767,GCU,NU,Sloan Park,MLB,College Baseball,87.82108578,7.612878424,-0.7235,0.530578831,-0.202360117,,,,,,837216,8964d8fc-9578-30bf-abc1-a2ca80e9688f
131,2/16/2026,1:42:18,2,3,"Blachowicz, Gavin",830159,Right,NU,"Chacon, Dom",805729,Left,GCU,Undefined,4,Bottom,0,2,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Single ,0,0,,91.84233685,-2.253340039,-3.831330776,2546.316652,214.8250651,1:15,5.694029022,2.297715651,6.868973265,-9.828053703,22.83788846,11.50115663,2.82056656,-0.240711223,83.44750146,-4.109784952,-1.648424401,0.411357202,69.75177077,28.78487621,-12.1361027,1635.672402,106.9005243,40.64314953,-26.74552135,226.6380581,226.5376866,-17.38571575,3.937456055,-7.427061684,13.22667446,-2.060269039,50.0061115,5.546562341,8.582009996,-133.3751373,-5.557226505,-13.32684797,29.83457677,-8.448047487,GCU,NU,Sloan Park,MLB,College Baseball,92.47582654,8.394835386,0.403195746,2.655241596,0.344823111,41,3.515486002,0.403195746,2.655241596,0.344823111,837216,c9601601-dece-332c-9245-9d30f583ffba
132,2/16/2026,1:42:59,3,1,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,4,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.90191496,-3.871666854,-5.070889478,2600.972984,213.4417267,1:00,5.62154176,2.259759446,6.949704891,-11.31432906,20.6982693,11.35075232,1.150748179,-1.420526325,84.77746713,-5.979423708,-2.926294618,0.407222696,,,,,,,,,,,,-7.64257539,12.53254477,-1.950358763,50.00452745,5.375493913,11.5869391,-134.5169012,-9.482539297,-14.0040055,29.24822201,-9.214630302,GCU,NU,Sloan Park,MLB,College Baseball,93.55377127,8.124447836,-0.7235,0.853331015,1.560690964,,,,,,837216,f22e2aef-5c38-3e33-b50f-277ccbe91fb4
133,2/16/2026,1:43:16,3,2,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,4,Bottom,0,1,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.95621577,-3.663876714,-5.138151806,2430.612274,215.8228832,1:15,5.579165212,2.255279132,6.905220743,-24.67403436,11.48956321,0.602125489,0.182074656,-2.38646133,80.80361851,-8.223038041,-5.025319601,0.432820005,,,,,,,,,,,,-1.595248161,7.277900716,-1.932419564,50.00108279,5.336656527,11.31348263,-126.013733,-8.814981436,-2.596926023,22.92176691,-20.33281508,GCU,NU,Sloan Park,MLB,College Baseball,87.9527443,6.152597262,-0.7235,-0.286146855,2.664760855,,,9.524339221,6.169040252,6.783452373,837216,b3135801-2ede-3f0c-adce-f4b6bfb66ee5
134,2/16/2026,1:45:01,3,3,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,4,Bottom,0,2,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.11978393,-2.212337251,-4.037748465,2400.617131,216.0959672,1:15,5.595024144,2.165937435,6.935768864,-11.63605823,20.77946916,7.773125372,2.610892187,-0.867529183,83.94128351,-4.405581087,-2.565633521,0.409777452,,,,,,,,,,,,-5.411353338,12.06746713,-1.918347338,50.00604534,5.45189379,9.204936839,-133.7677059,-5.534355876,-9.789865925,29.39671986,-10.35078292,GCU,NU,Sloan Park,MLB,College Baseball,92.94408221,8.178500416,-0.7235,2.417528658,0.976645268,,,,,,837216,e1a084a5-8dd6-3efc-9d9f-03f9a6e9f633
135,2/16/2026,1:45:19,3,4,"Blachowicz, Gavin",830159,Right,NU,"Peery, Cannon",821900,Right,GCU,Undefined,4,Bottom,0,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.12189174,-1.403715891,-2.381660691,2441.846958,217.4161715,1:15,5.68198057,2.391571599,6.647513416,-13.39065438,19.1415729,10.45556705,3.281235588,1.081971779,83.3050982,-3.951786739,-0.387519515,0.410514414,,,,,,,,,,,,-6.486917869,10.96654193,-2.236209785,50.00008836,5.581272569,5.254301294,-133.9758214,-3.692652072,-11.66489635,31.831617,-12.44898023,GCU,NU,Sloan Park,MLB,College Baseball,92.29058382,8.816793541,-0.7235,3.114797281,-1.068122441,,,,,,837216,7d85c807-f91a-3772-a65e-49a4565dd0d7
136,2/16/2026,1:47:06,4,1,"Blachowicz, Gavin",830159,Right,NU,"Johns, Tanner",834625,Left,GCU,Undefined,4,Bottom,0,0,0,Fastball,Fastball,InPlay,Undefined,FlyBall,Sacrifice,1,1,,93.1782749,-2.565662178,-3.888847669,2661.998212,215.81325,1:15,5.622203531,2.358583494,6.949562602,-11.1160685,20.75438772,12.15614905,2.359915251,-0.172506093,84.37195638,-4.667663405,-1.577045189,0.406317616,96.37635238,27.47499813,-14.21821991,2191.863847,105.8759385,51.42657042,-32.87954592,348.7867352,341.5767299,-25.1918903,4.999116211,-7.858007495,12.21876833,-2.122921255,50.00164109,5.457748629,8.819525353,-135.2411526,-6.413856779,-14.43428609,31.80195517,-9.727263336,GCU,NU,Sloan Park,MLB,College Baseball,93.7583384,8.806318516,1.5352934,2.357322641,0.157590645,69,4.459944963,1.5352934,2.357322641,0.157590645,837216,149e551b-5e4c-30c8-a3d6-78e0febcbe61
137,2/16/2026,1:47:47,5,1,"Blachowicz, Gavin",830159,Right,NU,"Sanders, Troy",702974,Right,GCU,Undefined,4,Bottom,1,0,0,Cutter,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.73447122,-1.695738484,-3.637422866,2473.838867,207.6547082,1:00,5.543364073,2.313801384,6.888638345,-26.12708471,10.62914756,0.052014106,1.821106646,-0.999933554,79.91361125,-6.570734846,-3.627515734,0.436352034,,,,,,,,,,,,-0.867080574,6.216544831,-2.084302918,50.0008279,5.423985737,7.927994423,-124.7360212,-4.455146818,-1.391229887,21.15758395,-22.20892296,GCU,NU,Sloan Park,MLB,College Baseball,87.21765721,5.820859971,-0.7235,1.497732513,1.173757167,,,,,,837216,19e1601d-c2ec-36ef-b320-7e266b62d6fb
138,2/16/2026,1:48:08,5,2,"Blachowicz, Gavin",830159,Right,NU,"Sanders, Troy",702974,Right,GCU,Undefined,4,Bottom,1,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.69989053,-2.378394726,-4.233788153,2465.576951,213.9664908,1:15,5.701798333,2.1917914,6.709331424,-15.86986031,16.26992304,10.83260616,2.204030293,-0.782743271,84.24603409,-5.374218031,-2.178154998,0.408030835,,,,,,,,,,,,-7.198367565,9.678509059,-1.916414061,50.0026679,5.536680865,9.627027574,-134.5305205,-6.087220683,-13.1197115,30.74075858,-14.53457709,GCU,NU,Sloan Park,MLB,College Baseball,92.95594246,8.453856443,-0.7235,1.946279561,0.882294117,,,,,,837216,61b63d7e-c03c-3d8d-812c-665c413b9d19
139,2/16/2026,1:48:25,5,3,"Blachowicz, Gavin",830159,Right,NU,"Sanders, Troy",702974,Right,GCU,Undefined,4,Bottom,1,0,2,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,85.84374839,0.906949374,-3.378134761,2506.387031,178.1096013,12:00,5.526898353,2.210342809,6.708305969,-29.7337011,7.322309093,0.536909584,3.8783094,-0.836531853,78.79217261,-4.712529054,-3.276661281,0.438127829,,,,,,,,,,,,-1.202806474,3.757112325,-1.986800217,50.00036236,5.573052479,7.355105358,-124.8644416,1.127598537,-1.906164794,24.39179092,-26.21841653,GCU,NU,Sloan Park,MLB,College Baseball,86.5716034,7.051575773,-0.7235,3.664380709,0.980057573,,,,,,837216,02cfb3ec-4564-3e32-b6fc-5f6b24aa9fd0
140,2/16/2026,1:48:45,5,4,"Blachowicz, Gavin",830159,Right,NU,"Sanders, Troy",702974,Right,GCU,Undefined,4,Bottom,1,1,2,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.88282289,-3.090269169,-4.088584395,2565.87822,221.5893739,1:30,5.476568541,2.359491309,6.941945105,-25.68787997,9.657696457,-1.714646397,0.521254156,-1.510448924,81.4785907,-7.868404674,-4.41090814,0.427896807,,,,,,,,,,,,-0.10134233,6.12076228,-2.104395614,50.00048428,5.27209234,9.171186037,-127.5979686,-7.659083764,-0.169302191,24.19643985,-21.99357117,GCU,NU,Sloan Park,MLB,College Baseball,89.02463965,6.404232194,-0.7235,0.154282558,1.711639707,,,,,,837216,3a672e5f-e871-3140-adf1-4387a5adb390
141,2/16/2026,1:49:07,5,5,"Blachowicz, Gavin",830159,Right,NU,"Sanders, Troy",702974,Right,GCU,Undefined,4,Bottom,1,2,2,Sinker,Sinker,StrikeSwinging,Strikeout,Undefined,Strikeout,1,0,,93.28896667,-2.506099444,-3.682548153,2440.041516,218.8746245,1:15,5.586902386,1.941162562,6.7609012,-15.36968001,16.39184518,12.98511425,2.016181105,-0.34431953,84.62182668,-5.413619051,-1.212605899,0.405622639,,,,,,,,,,,,-8.244619308,9.794796881,-1.70670515,50.00268311,5.415928125,8.317220016,-135.4445581,-6.412182195,-15.19826855,31.75351986,-14.11807253,GCU,NU,Sloan Park,MLB,College Baseball,93.5970913,8.667139987,-0.7235,1.726543837,0.403545299,,,,,,837216,207d37cd-2dfb-37fa-af46-db553f0b02c4
142,2/16/2026,1:49:37,6,1,"Blachowicz, Gavin",830159,Right,NU,"Charles, Max",807283,Left,GCU,Undefined,4,Bottom,2,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,82.86238399,0.304896545,-2.449859844,2373.343307,28.33948894,7:00,5.526357925,2.423057986,6.595169683,-43.90923717,-4.232644914,-5.574443751,2.146631019,-0.287119771,76.66044525,-7.9503464,-3.503387014,0.453355296,51.22396286,-52.37414324,95.25862592,3712.295495,,,,3.341867712,3.274868638,37.25391721,0.480672852,2.400278483,-2.405122814,-2.253400935,50.00083734,5.526451604,5.316079796,-120.6445711,-0.573691812,3.550865104,22.65807243,-35.72952672,GCU,NU,Sloan Park,MLB,College Baseball,83.49102033,6.201938739,2.825966983,2.341987696,0.218125495,2,0.036824942,2.825966983,2.341987696,0.218125495,837216,7a87c8a6-7ce1-3f7c-bf4b-2c60870c9e18
143,2/16/2026,1:50:10,6,2,"Blachowicz, Gavin",830159,Right,NU,"Charles, Max",807283,Left,GCU,Undefined,4,Bottom,2,0,1,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.98715207,-1.95681601,-2.996772768,2617.516413,223.1268229,1:30,5.507346688,2.364666754,6.734846155,-13.13166376,18.39158637,13.81266722,2.624572115,0.775176518,85.35011782,-4.43208915,-0.384025248,0.404098283,,,,,,,,,,,,-8.353621626,10.6060762,-2.174187581,50.00281924,5.372475906,6.651556285,-135.2620195,-5.035177684,-15.56377163,27.9936295,-12.41452774,GCU,NU,Sloan Park,MLB,College Baseball,93.90873736,7.637034257,-0.7235,2.369845186,-0.758730484,,,,,,837216,ba7c0819-52ab-32c1-9176-32a474b69666
